property_id,address,city,province,property_type,bedrooms,bathrooms,parking_spaces,size_sqm,erf_size_sqm,listing_price,listing_date,sale_date,sale_price,agent_id,status
1591,"483 Oak Road, Woodstock",Cape Town,Western Cape,Farm,5,3,7,248,137761,7540517,2024-03-09,2024-04-10,7017128,38,Sold
1592,"145 Long Lane, Phoenix",Durban,KwaZulu-Natal,Townhouse,2,1.5,1,101,282,1327390,2024-01-09,,,18,Withdrawn
1593,"962 Oak Avenue, Melrose",Johannesburg,Gauteng,House,5,4,3,433,374,5153581,2025-10-27,2025-11-25,4982666,15,Sold
1594,"125 Victoria Drive, Brooklyn",Pretoria,Gauteng,Townhouse,3,3,2,231,165,2252275,2023-12-11,,,28,Listed
1595,"312 Park Lane, Brooklyn",Pretoria,Gauteng,House,3,2,1,197,1153,2652107,2023-12-03,,,41,Listed
1596,"256 Jan Smuts Street, Houghton",Johannesburg,Gauteng,House,3,2,4,428,1116,4867149,2024-06-24,,,49,Listed
1597,"924 Beach Avenue, Ballito",Durban,KwaZulu-Natal,Townhouse,4,2,1,238,216,2093882,2025-05-11,,,9,Listed
1598,"258 Church Lane, Roodepoort",Johannesburg,Gauteng,Apartment,2,1.5,1,180,0,2323816,2024-11-16,,,22,Under Offer
1599,"406 Station Drive, Hatfield",Pretoria,Gauteng,Apartment,2,1.5,2,142,0,981532,2024-09-11,2024-11-20,901956,50,Sold
1600,"962 Long Avenue, Constantia",Cape Town,Western Cape,House,2,2,4,147,949,2469958,2023-11-05,2024-03-06,2437887,20,Sold
1601,"519 Church Lane, Kabega Park",Port Elizabeth,Eastern Cape,House,2,2,4,362,555,2596466,2024-06-22,,,35,Under Offer
1602,"811 Station Lane, Bryanston",Johannesburg,Gauteng,Apartment,1,2.5,2,61,0,2634729,2024-08-30,,,33,Withdrawn
1603,"618 Station Street, Greenbushes",Port Elizabeth,Eastern Cape,House,4,3,1,398,1262,2108256,2025-07-22,2025-10-21,2154556,50,Sold
1604,"232 Beach Avenue, Green Point",Cape Town,Western Cape,Commercial,0,3,29,721,4815,11161461,2025-06-15,2025-07-14,11638125,7,Sold
1605,"470 Market Lane, Durban North",Durban,KwaZulu-Natal,Townhouse,3,2,2,179,313,1329982,2024-09-25,,,21,Listed
1606,"330 Station Street, Centurion",Pretoria,Gauteng,Townhouse,4,2,2,131,264,2329430,2025-05-28,2025-07-05,2166664,30,Sold
1607,"578 Park Avenue, Umhlanga",Durban,KwaZulu-Natal,Apartment,3,1,2,191,0,2229413,2023-11-05,2023-11-16,2273017,35,Sold
1608,"188 Victoria Street, Durban North",Durban,KwaZulu-Natal,Apartment,1,1,2,72,0,947008,2025-10-19,,,47,Listed
1609,"94 High Lane, Roodepoort",Johannesburg,Gauteng,Apartment,2,2,1,118,0,1420735,2025-01-07,,,39,Listed
1610,"790 Nelson Mandela Road, Sandton",Johannesburg,Gauteng,House,2,1,3,445,1141,3094453,2024-01-08,2024-05-01,2956503,44,Sold
1611,"57 Station Drive, Bryanston",Johannesburg,Gauteng,House,4,3,3,240,1247,3286172,2023-12-29,2024-06-02,3081432,19,Sold
1612,"551 Church Lane, Berea",Durban,KwaZulu-Natal,House,4,3,3,210,384,1411990,2025-01-04,,,6,Listed
1613,"649 Park Lane, Woodstock",Cape Town,Western Cape,House,4,1,4,438,947,4682158,2025-08-24,,,42,Under Offer
1614,"315 Main Avenue, Constantia",Cape Town,Western Cape,Commercial,0,3,40,1283,3172,18379134,2024-07-19,2024-08-17,17603044,12,Sold
1615,"862 Church Drive, Umhlanga",Durban,KwaZulu-Natal,Apartment,2,2.5,1,72,0,1331444,2024-10-06,,,10,Listed
1616,"230 Station Street, Melrose",Johannesburg,Gauteng,Apartment,3,1,2,117,0,1835253,2024-04-13,,,5,Listed
1617,"166 Market Road, Phoenix",Durban,KwaZulu-Natal,Townhouse,3,2.5,2,217,266,984112,2024-03-30,,,29,Withdrawn
1618,"46 Victoria Drive, Durban North",Durban,KwaZulu-Natal,House,6,2.5,2,173,987,1654975,2025-08-02,2026-01-22,1707614,45,Sold
1619,"238 Oak Road, Sea Point",Cape Town,Western Cape,Apartment,1,2,2,145,0,1959228,2025-02-18,,,27,Withdrawn
1620,"915 Station Drive, Waterkloof",Pretoria,Gauteng,Farm,4,3,6,461,11718,3918890,2024-12-26,,,1,Listed
1621,"871 Oak Drive, Lynnwood",Pretoria,Gauteng,House,3,3,1,246,843,3958781,2025-01-18,2025-07-15,4121192,6,Sold
1622,"26 Jan Smuts Road, Fourways",Johannesburg,Gauteng,House,3,2.5,1,416,1226,5289977,2025-06-23,,,39,Listed
1623,"619 Main Street, Summerstrand",Port Elizabeth,Eastern Cape,House,3,4,1,233,1019,2389488,2024-08-16,2025-02-06,2200121,13,Sold
1624,"686 Market Road, Silverton",Pretoria,Gauteng,Apartment,2,2.5,2,194,0,1591722,2024-09-29,,,36,Under Offer
1625,"11 Long Road, Sunnyside",Pretoria,Gauteng,House,3,2.5,3,263,1378,2825691,2025-08-12,,,22,Under Offer
1626,"280 High Drive, Menlyn",Pretoria,Gauteng,Apartment,4,1,1,104,0,818487,2024-08-05,2025-01-28,797763,48,Sold
1627,"203 Church Lane, Kabega Park",Port Elizabeth,Eastern Cape,House,4,3,4,319,322,2995196,2023-11-08,,,21,Listed
1628,"544 Church Avenue, Bellville",Cape Town,Western Cape,House,4,3,2,218,697,3502736,2024-02-08,,,37,Listed
1629,"199 Park Lane, Durban North",Durban,KwaZulu-Natal,Commercial,0,6,44,1025,1399,8447194,2025-09-19,,,4,Listed
1630,"905 Oak Drive, Sunnyside",Pretoria,Gauteng,House,5,4,2,331,320,2203088,2024-04-03,,,23,Withdrawn
1631,"367 Church Lane, Ballito",Durban,KwaZulu-Natal,House,4,2,3,384,849,2116128,2023-11-18,2023-12-25,2123828,13,Sold
1632,"861 Church Drive, Berea",Durban,KwaZulu-Natal,Apartment,3,2.5,2,121,0,1531137,2023-12-31,2024-06-13,1513388,3,Sold
1633,"927 High Drive, Brooklyn",Pretoria,Gauteng,Apartment,2,1.5,1,126,0,1861222,2023-11-12,2024-02-19,1863170,12,Sold
1634,"641 Oak Street, Constantia",Cape Town,Western Cape,Townhouse,4,2,1,135,382,4120708,2025-03-19,2025-04-29,4104021,37,Sold
1635,"369 Jan Smuts Road, Bishopscourt",Cape Town,Western Cape,Apartment,1,1,2,75,0,2717178,2023-12-23,2024-01-21,2704944,7,Sold
1636,"647 Beach Road, Berea",Durban,KwaZulu-Natal,Commercial,0,5,42,1662,3653,5128475,2024-02-28,2024-03-09,5269714,50,Sold
1637,"954 Oak Road, Humewood",Port Elizabeth,Eastern Cape,Townhouse,3,2,2,103,364,2158988,2025-10-09,,,47,Listed
1638,"676 Station Drive, Centurion",Pretoria,Gauteng,House,4,4,1,141,1091,3952565,2023-11-21,,,8,Listed
1639,"552 Church Drive, Mitchell's Plain",Cape Town,Western Cape,House,3,2.5,1,219,803,5311615,2023-11-18,,,3,Under Offer
1640,"826 Oak Lane, Umlazi",Durban,KwaZulu-Natal,House,3,3,2,411,1023,1919162,2024-11-23,,,12,Withdrawn
1641,"63 Oak Lane, Lynnwood",Pretoria,Gauteng,Townhouse,3,1.5,2,221,172,1116179,2024-12-11,,,32,Under Offer
1642,"508 Nelson Mandela Drive, Houghton",Johannesburg,Gauteng,Apartment,4,2,2,134,0,2239979,2025-04-06,,,12,Listed
1643,"353 Nelson Mandela Avenue, Green Point",Cape Town,Western Cape,Apartment,2,1,2,131,0,1989755,2024-09-03,,,15,Under Offer
1644,"972 Jan Smuts Lane, Newton Park",Port Elizabeth,Eastern Cape,House,6,3,1,202,383,2341551,2025-10-26,,,16,Listed
1645,"459 Beach Drive, La Lucia",Durban,KwaZulu-Natal,Townhouse,4,2,1,181,391,1033460,2024-10-01,,,50,Under Offer
1646,"914 Oak Drive, Claremont",Cape Town,Western Cape,House,5,3,4,337,1152,3457285,2024-09-23,2025-01-25,3619358,10,Sold
1647,"448 Main Road, Sandton",Johannesburg,Gauteng,Apartment,3,2,2,174,0,1105763,2024-12-15,2025-04-08,1011763,49,Sold
1648,"861 Park Avenue, Phoenix",Durban,KwaZulu-Natal,House,2,2,2,367,714,3586700,2024-09-30,,,46,Withdrawn
1649,"146 Church Road, Bellville",Cape Town,Western Cape,Farm,4,3,7,258,209537,8575540,2024-05-25,2024-07-29,8630383,31,Sold
1650,"670 Park Street, Claremont",Cape Town,Western Cape,House,4,2.5,3,256,1271,2321929,2024-11-12,,,6,Under Offer
1651,"814 Long Drive, Hatfield",Pretoria,Gauteng,Townhouse,2,2.5,2,199,284,1621871,2025-11-03,2026-01-07,1639213,19,Sold
1652,"402 Long Street, Waterfront",Cape Town,Western Cape,Farm,4,2,8,534,99226,11139909,2024-08-18,,,4,Under Offer
1653,"148 Park Road, Walmer",Port Elizabeth,Eastern Cape,House,5,2.5,1,287,1479,1149548,2025-02-11,,,25,Under Offer
1654,"764 Beach Avenue, Melrose",Johannesburg,Gauteng,Apartment,3,1,2,188,0,2074339,2024-02-20,2024-04-08,2030665,30,Sold
1655,"950 Long Street, Clifton",Cape Town,Western Cape,Apartment,2,1.5,2,164,0,2313407,2024-01-20,,,12,Listed
1656,"339 Beach Lane, Greenbushes",Port Elizabeth,Eastern Cape,Apartment,4,2.5,1,119,0,1448930,2023-12-31,,,11,Listed
1657,"329 High Avenue, Constantia",Cape Town,Western Cape,Apartment,2,2.5,2,66,0,2519159,2024-10-27,2024-12-04,2286665,21,Sold
1658,"921 High Lane, Summerstrand",Port Elizabeth,Eastern Cape,Townhouse,4,2,1,211,283,1819623,2025-01-10,2025-05-13,1810362,11,Sold
1659,"907 Main Drive, Summerstrand",Port Elizabeth,Eastern Cape,House,3,2.5,4,352,640,1125221,2025-09-20,,,40,Withdrawn
1660,"759 Oak Road, Mitchell's Plain",Cape Town,Western Cape,House,5,2.5,1,428,511,3325103,2024-06-11,,,50,Listed
1661,"2 Park Avenue, La Lucia",Durban,KwaZulu-Natal,House,4,2.5,4,198,358,3073097,2025-08-22,2026-02-10,3018648,30,Sold
1662,"837 High Drive, Menlyn",Pretoria,Gauteng,Townhouse,4,2,2,149,337,1229040,2024-10-07,,,43,Listed
1663,"151 Jan Smuts Street, Glenwood",Durban,KwaZulu-Natal,House,2,2,3,272,817,3299917,2025-01-08,,,29,Listed
1664,"190 Nelson Mandela Lane, Melrose",Johannesburg,Gauteng,Townhouse,3,2,2,133,236,2169454,2025-06-07,,,50,Listed
1665,"206 Jan Smuts Street, Durban North",Durban,KwaZulu-Natal,Apartment,4,1,2,160,0,1172372,2024-05-15,2024-10-17,1135172,14,Sold
1666,"309 Main Drive, Montana",Pretoria,Gauteng,House,5,2.5,3,150,728,2728677,2025-09-06,,,11,Withdrawn
1667,"711 Jan Smuts Drive, Brooklyn",Pretoria,Gauteng,House,4,2,3,403,1389,3109632,2025-06-26,,,37,Under Offer
1668,"813 Beach Street, Lovemore Heights",Port Elizabeth,Eastern Cape,House,4,3,3,155,1405,2994276,2024-07-26,,,48,Listed
1669,"271 Market Avenue, Summerstrand",Port Elizabeth,Eastern Cape,House,2,2.5,3,285,907,1289476,2025-03-31,,,32,Withdrawn
1670,"190 Church Drive, Berea",Durban,KwaZulu-Natal,Apartment,2,2,2,89,0,2101185,2024-10-02,,,25,Listed
1671,"946 High Avenue, Kabega Park",Port Elizabeth,Eastern Cape,House,6,2,1,426,332,1870359,2025-05-22,2025-06-02,1740565,33,Sold
1672,"380 High Lane, Durban North",Durban,KwaZulu-Natal,Townhouse,3,1.5,1,119,285,1131097,2024-05-28,,,27,Withdrawn
1673,"584 Long Drive, Newton Park",Port Elizabeth,Eastern Cape,Townhouse,4,2.5,1,198,311,1513329,2025-07-19,,,42,Withdrawn
1674,"974 Victoria Street, Sandton",Johannesburg,Gauteng,House,2,3,1,223,926,4902755,2024-03-31,2024-07-20,5065587,12,Sold
1675,"574 Market Lane, Claremont",Cape Town,Western Cape,House,5,2,1,323,1003,3752314,2025-08-20,,,4,Listed
1676,"685 Main Lane, Montana",Pretoria,Gauteng,Apartment,1,1,1,77,0,1428173,2025-01-12,,,35,Listed
1677,"297 High Avenue, Bryanston",Johannesburg,Gauteng,House,2,1,3,247,946,3506646,2024-06-16,,,25,Listed
1678,"478 Station Drive, Fourways",Johannesburg,Gauteng,Farm,4,4,6,345,138103,8780246,2025-07-10,,,30,Under Offer
1679,"735 Jan Smuts Avenue, Arcadia",Pretoria,Gauteng,House,4,1,3,190,1069,1671352,2025-07-03,,,4,Withdrawn
1680,"174 Victoria Avenue, Brooklyn",Pretoria,Gauteng,Apartment,3,1,2,166,0,963593,2023-12-26,,,10,Listed
1681,"141 Jan Smuts Avenue, Green Point",Cape Town,Western Cape,House,3,3,2,190,444,4833303,2023-12-05,,,12,Listed
1682,"287 Station Avenue, Montana",Pretoria,Gauteng,House,5,4,2,260,341,2981400,2024-01-30,2024-07-24,2855875,47,Sold
1683,"232 Park Street, Lynnwood",Pretoria,Gauteng,Commercial,0,6,11,573,2660,12601326,2025-08-20,,,17,Listed
1684,"281 Main Avenue, Silverton",Pretoria,Gauteng,Townhouse,4,1.5,1,149,347,2691307,2025-05-22,,,6,Listed
1685,"49 Station Road, Framesby",Port Elizabeth,Eastern Cape,House,5,2.5,2,173,1419,2288488,2024-06-14,,,20,Listed
1686,"988 Oak Street, Houghton",Johannesburg,Gauteng,Commercial,0,4,5,1871,3322,10900990,2024-01-07,2024-06-15,9920405,21,Sold
1687,"849 Station Drive, Bryanston",Johannesburg,Gauteng,Townhouse,3,2.5,1,183,163,1436736,2024-05-20,,,26,Listed
1688,"915 Victoria Lane, Constantia",Cape Town,Western Cape,Apartment,1,1,2,118,0,1943263,2024-08-30,2025-01-09,1787001,50,Sold
1689,"144 Nelson Mandela Road, Summerstrand",Port Elizabeth,Eastern Cape,Apartment,3,2,1,127,0,1460834,2025-08-10,,,2,Withdrawn
1690,"415 Long Drive, Waterkloof",Pretoria,Gauteng,Townhouse,3,1.5,1,246,268,1195536,2024-04-07,,,44,Under Offer
1691,"583 Victoria Road, Hatfield",Pretoria,Gauteng,Townhouse,3,2,2,230,213,2571981,2025-06-25,,,2,Listed
1692,"645 Market Road, Umlazi",Durban,KwaZulu-Natal,House,3,3,3,407,1178,3241511,2024-10-12,2025-03-12,3158816,44,Sold
1693,"471 Park Drive, Ballito",Durban,KwaZulu-Natal,Townhouse,3,1.5,1,250,294,2492427,2025-09-16,2026-03-15,2367813,35,Sold
1694,"822 Oak Street, Waterkloof",Pretoria,Gauteng,House,5,3,4,215,403,2356405,2024-06-30,,,45,Listed
1695,"945 Nelson Mandela Lane, Arcadia",Pretoria,Gauteng,Commercial,0,5,27,1991,705,7841408,2024-11-16,,,15,Listed
1696,"345 High Avenue, Randburg",Johannesburg,Gauteng,House,4,2,2,148,758,4649866,2024-01-08,,,42,Listed
1697,"610 Long Lane, Sea Point",Cape Town,Western Cape,House,3,1,1,354,949,3216885,2025-02-15,,,18,Listed
1698,"565 Nelson Mandela Street, Durban North",Durban,KwaZulu-Natal,Townhouse,3,1.5,2,149,344,2418298,2025-09-02,,,20,Listed
1699,"413 Market Street, Greenbushes",Port Elizabeth,Eastern Cape,Townhouse,3,1.5,1,182,372,1134252,2024-11-22,2025-01-07,1162621,9,Sold
1700,"311 Market Lane, Constantia",Cape Town,Western Cape,House,4,2.5,1,171,676,2189977,2025-04-28,,,31,Listed
1701,"175 Park Lane, Mitchell's Plain",Cape Town,Western Cape,House,4,1,3,449,667,5639843,2025-02-19,,,20,Withdrawn
1702,"318 Park Avenue, Greenbushes",Port Elizabeth,Eastern Cape,Apartment,2,1.5,2,192,0,692240,2024-11-29,,,50,Listed
1703,"360 High Drive, Constantia",Cape Town,Western Cape,Apartment,4,1.5,2,192,0,3479042,2024-02-09,,,32,Listed
1704,"647 Station Drive, Fourways",Johannesburg,Gauteng,Apartment,1,2,2,145,0,2361480,2023-12-13,,,41,Withdrawn
1705,"62 Park Avenue, Kabega Park",Port Elizabeth,Eastern Cape,House,4,2,3,128,359,2002598,2024-12-15,,,16,Listed
1706,"652 Station Road, Berea",Durban,KwaZulu-Natal,House,3,3,4,216,634,2394075,2024-07-12,2024-11-01,2324853,40,Sold
1707,"684 Beach Road, Hatfield",Pretoria,Gauteng,Apartment,1,1.5,1,153,0,1140268,2023-12-09,,,49,Listed
1708,"479 Park Drive, Morningside",Durban,KwaZulu-Natal,Apartment,3,2.5,2,76,0,1530887,2025-03-15,2025-07-19,1404460,35,Sold
1709,"728 High Lane, Walmer",Port Elizabeth,Eastern Cape,House,3,2,2,151,1447,1454928,2024-12-22,2025-03-08,1472438,7,Sold
1710,"528 Nelson Mandela Avenue, Green Point",Cape Town,Western Cape,Apartment,3,1.5,1,129,0,3202183,2024-02-21,,,24,Under Offer
1711,"271 Jan Smuts Avenue, Greenbushes",Port Elizabeth,Eastern Cape,House,5,2.5,3,396,804,2712874,2025-02-02,2025-06-18,2480599,32,Sold
1712,"369 Park Lane, Sea Point",Cape Town,Western Cape,House,5,3,3,376,1208,4999337,2025-02-20,2025-07-23,4860084,18,Sold
1713,"392 Church Drive, Melrose",Johannesburg,Gauteng,Townhouse,3,2.5,1,178,324,2938537,2025-03-23,2025-07-28,2671684,4,Sold
1714,"808 Long Lane, Sea Point",Cape Town,Western Cape,Townhouse,3,2.5,1,233,355,2474514,2024-06-03,,,27,Listed
1715,"674 Nelson Mandela Street, Bryanston",Johannesburg,Gauteng,Apartment,3,2,2,105,0,2645251,2025-09-07,,,32,Listed
1716,"337 Beach Drive, Walmer",Port Elizabeth,Eastern Cape,Commercial,0,4,28,1566,1687,3593751,2025-06-27,,,26,Listed
1717,"751 Jan Smuts Lane, Camps Bay",Cape Town,Western Cape,House,3,2,3,364,952,2416805,2025-10-17,,,38,Under Offer
1718,"571 Beach Street, Phoenix",Durban,KwaZulu-Natal,Townhouse,3,2,2,174,316,2105426,2024-07-06,2024-11-28,1895406,25,Sold
1719,"526 High Drive, La Lucia",Durban,KwaZulu-Natal,Apartment,3,1.5,2,56,0,1694973,2024-10-20,,,14,Listed
1720,"710 Victoria Road, Hatfield",Pretoria,Gauteng,House,4,2,1,413,1345,1625899,2025-04-22,2025-07-19,1502837,50,Sold
1721,"46 Market Drive, Framesby",Port Elizabeth,Eastern Cape,Apartment,2,2,2,150,0,1175695,2025-01-09,2025-06-13,1202531,31,Sold
1722,"130 High Road, Alexandra",Johannesburg,Gauteng,Commercial,0,4,47,904,3024,7177427,2024-08-06,,,19,Under Offer
1723,"664 Station Street, Soweto",Johannesburg,Gauteng,House,3,2.5,4,162,499,3972654,2025-04-01,,,31,Withdrawn
1724,"784 Beach Street, Umhlanga",Durban,KwaZulu-Natal,House,6,2.5,1,393,978,3220270,2024-04-19,2024-06-12,3351992,41,Sold
1725,"48 Nelson Mandela Road, Glenwood",Durban,KwaZulu-Natal,House,4,2,2,439,1446,3417422,2025-03-11,2025-08-04,3443846,7,Sold
1726,"725 Long Lane, Arcadia",Pretoria,Gauteng,Apartment,2,2.5,1,170,0,1250327,2025-09-28,,,10,Listed
1727,"307 Jan Smuts Road, Durban North",Durban,KwaZulu-Natal,Apartment,3,1.5,1,135,0,2216863,2024-06-19,,,49,Listed
1728,"161 Long Road, Camps Bay",Cape Town,Western Cape,Apartment,2,1,1,187,0,3364567,2023-11-22,2024-03-15,3067695,39,Sold
1729,"655 Victoria Street, Waterfront",Cape Town,Western Cape,Farm,6,3,8,238,138480,8789429,2023-12-23,,,44,Listed
1730,"144 Main Lane, Ballito",Durban,KwaZulu-Natal,House,3,3,3,407,340,3132481,2023-11-27,,,47,Withdrawn
1731,"729 Church Avenue, Kabega Park",Port Elizabeth,Eastern Cape,Apartment,2,1.5,2,83,0,1553787,2024-01-28,2024-02-09,1475134,26,Sold
1732,"459 Jan Smuts Avenue, Morningside",Durban,KwaZulu-Natal,House,3,4,2,428,431,1299549,2024-08-08,2024-12-22,1294350,1,Sold
1733,"868 Nelson Mandela Drive, Melrose",Johannesburg,Gauteng,Apartment,2,2,1,160,0,1516999,2024-10-27,2025-01-28,1575558,8,Sold
1734,"450 Station Drive, Melrose",Johannesburg,Gauteng,Commercial,0,5,6,1435,4793,5802709,2025-04-28,,,14,Listed
1735,"690 Station Lane, Parktown",Johannesburg,Gauteng,Apartment,3,2,2,121,0,1989014,2024-05-06,,,4,Listed
1736,"441 Park Road, Houghton",Johannesburg,Gauteng,Townhouse,3,2,2,129,192,3739666,2025-09-01,2025-11-09,3454740,36,Sold
1737,"811 Station Avenue, Lynnwood",Pretoria,Gauteng,Apartment,3,1,2,167,0,1646005,2025-04-11,,,19,Listed
1738,"160 High Street, Soweto",Johannesburg,Gauteng,Apartment,2,2.5,1,119,0,2115336,2025-04-23,2025-10-12,2128842,2,Sold
1739,"791 Nelson Mandela Drive, Rosebank",Johannesburg,Gauteng,Apartment,2,1.5,1,84,0,2027034,2023-11-27,2024-03-09,2049277,37,Sold
1740,"967 Market Road, Greenbushes",Port Elizabeth,Eastern Cape,House,3,2.5,3,349,521,2275344,2024-06-26,2024-07-10,2060708,30,Sold
1741,"296 Main Drive, Sea Point",Cape Town,Western Cape,Apartment,1,1,2,135,0,1910947,2025-05-28,,,5,Listed
1742,"598 Church Street, Framesby",Port Elizabeth,Eastern Cape,Townhouse,3,1.5,2,133,364,1799331,2025-08-01,,,1,Listed
1743,"56 Beach Lane, Constantia",Cape Town,Western Cape,Apartment,4,2,2,74,0,3033374,2024-04-14,2024-10-04,2978204,38,Sold
1744,"369 Park Avenue, Arcadia",Pretoria,Gauteng,Commercial,0,3,40,954,2463,5034585,2025-11-02,2026-03-13,4949053,26,Sold
1745,"308 Main Drive, Green Point",Cape Town,Western Cape,Commercial,0,4,22,1682,4994,15966348,2024-08-14,2024-12-17,15982350,5,Sold
1746,"758 Church Avenue, Lovemore Heights",Port Elizabeth,Eastern Cape,Farm,5,4,3,440,115694,5408078,2025-06-20,,,38,Listed
1747,"828 Jan Smuts Street, Rosebank",Johannesburg,Gauteng,Apartment,3,2,1,193,0,3115599,2024-06-28,,,48,Listed
1748,"825 Long Lane, Camps Bay",Cape Town,Western Cape,Farm,6,2,4,323,142381,6672711,2024-12-22,2025-02-09,6520126,25,Sold
1749,"228 Victoria Lane, Berea",Durban,KwaZulu-Natal,House,4,4,4,380,405,2643978,2025-07-03,,,14,Listed
1750,"107 Jan Smuts Street, Summerstrand",Port Elizabeth,Eastern Cape,Townhouse,2,2,2,102,345,1449671,2024-12-20,2025-05-22,1377716,13,Sold
1751,"922 Church Street, Constantia",Cape Town,Western Cape,Commercial,0,2,33,1491,4371,15190917,2025-05-17,2025-09-13,15552568,32,Sold
1752,"961 Market Road, Brooklyn",Pretoria,Gauteng,Apartment,4,1,1,124,0,1277233,2024-11-01,,,41,Listed
1753,"425 Nelson Mandela Avenue, Phoenix",Durban,KwaZulu-Natal,Townhouse,3,1.5,2,106,361,2336579,2025-03-14,,,23,Withdrawn
1754,"298 Nelson Mandela Avenue, Mitchell's Plain",Cape Town,Western Cape,House,3,2,3,242,1402,5665325,2023-11-09,,,29,Listed
1755,"223 High Lane, Rosebank",Johannesburg,Gauteng,Apartment,3,1.5,1,94,0,1838959,2024-01-11,2024-02-17,1909581,19,Sold
1756,"985 Station Street, Waterfront",Cape Town,Western Cape,Commercial,0,2,18,307,2945,7378670,2024-12-01,2024-12-17,7000945,17,Sold
1757,"640 Jan Smuts Street, La Lucia",Durban,KwaZulu-Natal,Apartment,2,2.5,2,93,0,1658107,2025-05-03,2025-07-29,1709376,33,Sold
1758,"532 Long Street, Waterkloof",Pretoria,Gauteng,House,4,4,3,287,491,1794925,2024-02-21,,,22,Listed
1759,"162 Station Lane, Green Point",Cape Town,Western Cape,Farm,4,5,8,367,418390,10240775,2024-12-05,,,16,Under Offer
1760,"332 High Street, Arcadia",Pretoria,Gauteng,House,3,2.5,2,281,1261,2668189,2024-01-23,,,10,Listed
1761,"601 Nelson Mandela Lane, Constantia",Cape Town,Western Cape,Townhouse,2,1.5,2,124,231,3739556,2025-09-23,,,31,Listed
1762,"732 Beach Drive, Framesby",Port Elizabeth,Eastern Cape,Apartment,1,1.5,1,169,0,1219516,2025-08-11,,,20,Listed
1763,"517 Main Lane, Woodstock",Cape Town,Western Cape,Apartment,2,1.5,1,52,0,2454630,2025-05-05,,,22,Listed
1764,"378 Station Lane, Roodepoort",Johannesburg,Gauteng,Apartment,3,2,1,173,0,2069440,2025-09-08,2026-03-07,1889248,13,Sold
1765,"898 High Avenue, Centurion",Pretoria,Gauteng,House,6,2.5,4,413,573,1960356,2024-05-16,2024-10-27,1846377,46,Sold
1766,"796 Market Road, Mitchell's Plain",Cape Town,Western Cape,Apartment,2,1,1,121,0,1186715,2024-01-14,,,38,Listed
1767,"268 Beach Lane, Camps Bay",Cape Town,Western Cape,Townhouse,4,2.5,2,156,314,1703978,2025-05-02,2025-07-22,1702991,22,Sold
1768,"388 Oak Lane, Hatfield",Pretoria,Gauteng,House,5,4,3,320,1408,3787601,2024-08-19,,,27,Listed
1769,"787 Long Road, La Lucia",Durban,KwaZulu-Natal,House,5,3,1,144,1129,2653066,2024-11-23,2025-05-08,2390748,32,Sold
1770,"692 High Avenue, Phoenix",Durban,KwaZulu-Natal,Apartment,1,1.5,2,133,0,1910113,2025-07-05,,,34,Under Offer
1771,"716 High Road, Walmer",Port Elizabeth,Eastern Cape,House,3,2,2,322,831,1841319,2024-05-15,2024-10-20,1663344,1,Sold
1772,"574 Nelson Mandela Road, Sea Point",Cape Town,Western Cape,Townhouse,3,2,2,159,351,2080061,2024-08-07,,,32,Withdrawn
1773,"461 Long Lane, Parktown",Johannesburg,Gauteng,House,5,2.5,4,341,577,5180296,2025-01-14,2025-02-27,4684324,45,Sold
1774,"55 Church Avenue, Centurion",Pretoria,Gauteng,Townhouse,2,1.5,1,142,222,1660774,2024-01-18,,,29,Listed
1775,"720 Main Avenue, Bellville",Cape Town,Western Cape,House,3,2,1,364,1040,4496809,2024-02-23,,,47,Withdrawn
1776,"543 Main Lane, Hatfield",Pretoria,Gauteng,Apartment,4,1,2,184,0,1556314,2024-09-05,2024-10-25,1445355,37,Sold
1777,"37 Park Drive, Umlazi",Durban,KwaZulu-Natal,Apartment,3,1.5,1,200,0,2132895,2025-07-22,,,44,Listed
1778,"719 Nelson Mandela Lane, Centurion",Pretoria,Gauteng,House,3,2.5,3,430,1144,2984822,2024-01-23,,,27,Listed
1779,"623 Victoria Road, Arcadia",Pretoria,Gauteng,House,4,2,2,173,693,3168730,2025-01-09,2025-02-24,3310786,32,Sold
1780,"877 Church Avenue, Alexandra",Johannesburg,Gauteng,Commercial,0,5,31,254,2046,11473081,2024-09-25,2025-03-13,11409417,37,Sold
1781,"971 High Road, Constantia",Cape Town,Western Cape,House,4,2,3,136,764,4838451,2024-11-04,,,34,Listed
1782,"827 Victoria Street, Roodepoort",Johannesburg,Gauteng,Townhouse,4,2,1,146,397,1366449,2025-05-22,,,2,Withdrawn
1783,"110 Market Avenue, Constantia",Cape Town,Western Cape,Apartment,4,2.5,2,58,0,3105464,2024-10-11,2025-03-12,3181990,38,Sold
1784,"101 Oak Lane, Waterkloof",Pretoria,Gauteng,Apartment,2,1.5,2,186,0,2051042,2025-11-03,,,49,Listed
1785,"355 Station Avenue, Walmer",Port Elizabeth,Eastern Cape,House,5,2.5,2,150,1285,1156786,2024-11-18,,,35,Listed
1786,"932 Station Lane, Brooklyn",Pretoria,Gauteng,House,3,3,3,161,1461,3885821,2025-05-05,,,41,Listed
1787,"580 Long Road, Glenwood",Durban,KwaZulu-Natal,Farm,5,4,3,232,108589,5360378,2024-08-05,,,37,Listed
